,Gene_ID,Comparison,NR ID,NT ID,KO Name,Swissprot ID,PFAM ID,KOG ID,Hit1_acc,,,,,,
905,PGSC0003DMG400031113,Cv653,XP_006359119.1,XR_001474993.1,--,Q9C991,PF03446//PF02826//PF02153//PF02558//PF02737//PF14833,KOG0409,3HID2_ARATH,,,,,,
906,PGSC0003DMG400000545,Cv653,XP_006347546.1,XM_006347484.2,--,--,PF04111,--,-,,,,,,
907,PGSC0003DMG400026983,Cv653,XP_006347412.1,HG975445.1,"RP-L17e, RPL17",Q93VI3,PF00237,KOG3353,RL171_ARATH,,,,,,
908,Novel02158,Cv653,XP_006361434.1,XM_006361372.2,--,--,--,--,-,,,,,,
909,PGSC0003DMG400023600,Cv653,XP_006346811.1,XM_006346749.2,KCNKF,Q8LBL1,PF00036//PF01239//PF00520//PF13202//PF13499//PF00060//PF13405,KOG1418,KCO1_ARATH,,,,,,
910,PGSC0003DMG400019944,Cv653,XP_006364239.1,XM_006364177.2,--,--,PF02045,--,-,,,,,,
911,PGSC0003DMG400025957,Cv653,XP_006347870.1,XM_015308987.1,--,--,--,--,-,,,,,,
912,PGSC0003DMG400011752,Cv653,XP_006357878.1,XM_006357816.2,--,Q570S7,PF03552,--,CSLG1_ARATH,,,,,,
913,PGSC0003DMG402025066,Cv653,XP_009787721.1,XM_006358981.2,ABA2,Q9C826,PF00106//PF01073//PF01370,KOG0725,ABA2_ARATH,,,,,,
914,PGSC0003DMG400001126,Cv653,XP_006352121.1,XM_006352059.2,--,--,PF00098//PF05187//PF03126,--,-,,,,,,
915,PGSC0003DMG401000527,Cv653,XP_006338550.1,XM_006338488.2,--,O49939,PF00160//PF03328,--,TLP40_SPIOL,,,,,,
916,PGSC0003DMG400030528,Cv653,XP_006344173.1,XM_006344111.2,--,Q8LFD1,--,KOG3030,LPP3_ARATH,,,,,,
917,PGSC0003DMG400028209,Cv653,XP_006339215.1,XM_006339153.1,HNRNPA1_3,O80678,PF03286//PF04147//PF00076//PF10486//PF06459//PF04931//PF04194//PF05793//PF02535//PF16367,KOG0118,UBA2B_ARATH,,,,,,
918,PGSC0003DMG400006455,Cv653,XM_006363403.2,XM_006363403.2,--,--,--,--,-,,,,,,
919,PGSC0003DMG400007731,Cv653,AAQ22726.1,XM_006349529.2,"RP-S25e, RPS25",Q94G66,--,KOG1767,RS25_AMACR,,,,,,
920,PGSC0003DMG400030608,Cv653,XP_006357771.1,XM_006357709.2,CML,P25070,PF13499//PF13405//PF02617//PF10591//PF12763//PF13202//PF13833//PF00036,KOG0027,CML24_ARATH,,,,,,
921,PGSC0003DMG400004923,Cv653,XP_010320287.1,XM_015313121.1,"SQLE, ERG1",O48651,PF01210//PF00070//PF01134//PF02254//PF01266//PF02558//PF07992//PF08491//PF05834//PF01494//PF12831,KOG1298,ERG1_PANGI,,,,,,
922,PGSC0003DMG400024508,Cv653,AFA51419.1,XM_006345005.2,--,Q9FN48,PF04344,--,CAS_ARATH,,,,,,
923,PGSC0003DMG400020032,Cv653,XP_006367795.1,XM_006367733.2,--,P0C897,--,--,Y3264_ARATH,,,,,,
924,PGSC0003DMG400014381,Cv653,XP_006346168.1,XM_010328894.1,"RP-S8e, RPS8",Q08069,--,KOG3283,RS8_MAIZE,,,,,,
925,PGSC0003DMG400018429,Cv653,XP_006355114.1,XM_006355052.2,--,Q40392,PF00004//PF07724//PF00005//PF13855//PF01582//PF00931//PF13676,--,TMVRN_NICGU,,,,,,
926,PGSC0003DMG400026397,Cv653,XP_006357824.1,HG975441.1,--,Q9C9N6,--,KOG0946,PMI2_ARATH,,,,,,
927,PGSC0003DMG400011135,Cv653,XP_006343659.1,XM_006343597.2,"FAD6, desA",P48627,PF00487,--,FAD6C_BRANA,,,,,,
928,PGSC0003DMG400002694,Cv653,XP_004246530.1,XM_006341065.2,LSM7,Q9SI54,--,KOG1781,LSM7_ARATH,,,,,,
929,PGSC0003DMG400003924,Cv653,XP_006363718.1,XM_006363656.2,--,Q9LNA5,PF01842//PF13291,--,ACR8_ARATH,,,,,,
930,PGSC0003DMG400015169,Cv653,XP_006351456.1,XM_006351394.2,--,Q9STM6,PF00657,--,GDL57_ARATH,,,,,,
931,PGSC0003DMG400006090,Cv653,XP_006362185.1,XM_015302865.1,--,Q9LIR8,PF00511//PF00646//PF12937//PF13694,--,FBK67_ARATH,,,,,,
932,PGSC0003DMG400007621,Cv653,XP_006358036.1,XM_006357974.2,--,P27057,PF02133,--,GAST1_SOLLC,,,,,,
933,PGSC0003DMG401002121,Cv653,XP_004237964.1,XM_015313264.1,"RP-S21e, RPS21",Q3E902,PF08503//PF01249,KOG3486,RS212_ARATH,,,,,,
934,PGSC0003DMG400003109,Cv653,XP_006361997.1,AK322957.1,--,C0SVM5,PF00643//PF02939,--,BBX19_ARATH,,,,,,
935,PGSC0003DMG402011297,Cv653,XP_006352628.1,XM_006352566.2,PRR5,Q689G6,PF00072//PF00788//PF06203//PF02045,--,PRR95_ORYSJ,,,,,,
936,PGSC0003DMG402020232,Cv653,XP_009592088.1,HG975513.1,--,--,PF08649,--,-,,,,,,
937,PGSC0003DMG400024546,Cv653,NP_001275229.1,NM_001288300.1,"RP-S19e, RPS19",Q9FNP8,PF01090,KOG3411,RS193_ARATH,,,,,,
938,PGSC0003DMG400028744,Cv653,XP_006361644.1,XM_006361582.2,"groES, HSPE1",P34893,PF00166,KOG1641,CH10_ARATH,,,,,,
939,PGSC0003DMG400013828,Cv653,NP_001275272.1,NM_001288343.1,LGMN,P49043,PF00656//PF01650,KOG1349,VPE_CITSI,,,,,,
940,PGSC0003DMG400019437,Cv653,NP_001275608.1,HG975440.1,--,P32045,PF00967,--,PRP2_SOLLC,,,,,,
941,PGSC0003DMG400019189,Cv653,XP_006349477.1,XM_006349415.2,"FBP, fbp",Q07204,PF09249//PF00316,KOG1458,F16P1_BRANA,,,,,,
942,PGSC0003DMG400024157,Cv653,XP_006367464.1,XM_006367402.2,HD-ZIP,Q05466,PF00046//PF02183//PF04618//PF11365//PF05920,--,HAT4_ARATH,,,,,,
943,PGSC0003DMG400012501,Cv653,XP_006358342.1,XM_006358280.2,--,Q9FFN2,--,--,GLYT3_ARATH,,,,,,
944,PGSC0003DMG400006081,Cv653,XP_006362156.1,XM_006362094.2,--,--,--,--,-,,,,,,
945,PGSC0003DMG400022111,Cv653,XP_006361850.1,XM_006361787.2,"RHOT1, ARHT1",Q8RXF8,--,--,MIRO1_ARATH,,,,,,
946,PGSC0003DMG400011213,Cv653,XP_006343592.1,XM_015226150.1,"TIF31, CLU1",F4JKH6,PF13374,KOG1840,TSS_ARATH,,,,,,
947,PGSC0003DMG400024704,Cv653,XP_004230220.1,XM_006344584.2,--,Q93VB2,PF00060//PF00400,KOG2111,AT18A_ARATH,,,,,,
948,PGSC0003DMG400008613,Cv653,XP_006359832.1,XM_006359770.2,--,--,--,--,-,,,,,,
949,PGSC0003DMG400017607,Cv653,XP_006363670.1,XM_006363608.2,--,--,--,--,-,,,,,,
950,PGSC0003DMG400012017,Cv653,XP_006367807.1,XM_006367745.2,--,P17407,PF04043//PF00015,--,21KD_DAUCA,,,,,,
951,PGSC0003DMG400026401,Cv653,XP_006346904.1,XM_006357779.1,"SC5DL, ERG3",Q9ZT29,PF04116,KOG0872,SC5D_TOBAC,,,,,,
952,Novel02215,Cv653,XR_001474331.1,XR_001474331.1,--,--,--,--,-,,,,,,
953,Novel02894,Cv653,XP_004243295.2,XM_006366876.2,--,Q9FLV0,PF03171,--,DMR6_ARATH,,,,,,
954,PGSC0003DMG400021477,Cv653,XP_010315703.1,XM_010317402.1,--,Q9T048,PF00005//PF13855//PF02562//PF00485//PF03193//PF00448//PF00931//PF03266,--,DRL27_ARATH,,,,,,
955,PGSC0003DMG400042768,Cv653,XP_006352898.1,XM_015311113.1,ATS1,--,--,--,-,,,,,,
956,PGSC0003DMG400027196,Cv653,XP_006355694.1,HG975444.1,PP2C,P49598,PF00481,--,P2C37_ARATH,,,,,,
957,PGSC0003DMG400014288,Cv653,XP_004234385.1,XM_006353253.2,--,--,--,--,-,,,,,,
958,PGSC0003DMG400017643,Cv653,XP_006357264.1,XM_006357202.2,--,--,--,--,-,,,,,,
959,PGSC0003DMG400001574,Cv653,XP_006340819.1,XM_006340757.2,--,Q9SD05,PF03088//PF01436//PF01731,--,SSL6_ARATH,,,,,,
960,PGSC0003DMG400017637,Cv653,XP_006357252.1,XM_006357190.1,--,Q8RX77,PF00854,--,PTR21_ARATH,,,,,,
961,PGSC0003DMG402010991,Cv653,XP_006339043.1,XM_006338981.2,--,A6YIH8,PF03484//PF00067,--,C7D55_HYOMU,,,,,,
962,PGSC0003DMG400033126,Cv653,XP_006356527.1,XM_006356465.2,thrA,Q9SA18,PF03447//PF01842//PF00742,KOG0455,AKH1_ARATH,,,,,,
963,PGSC0003DMG400018464,Cv653,XP_006361239.1,XM_015315180.1,--,Q60CZ8,PF02601//PF04179//PF00931//PF05130//PF13855,--,R1A10_SOLDE,,,,,,
964,PGSC0003DMG400010465,Cv653,XP_009601140.1,XM_006339236.2,E1.11.1.7,Q42580,PF00141//PF12063,--,PER21_ARATH,,,,,,
965,PGSC0003DMG400005723,Cv653,XP_006341601.1,XM_006341539.2,--,D1I234,PF05093//PF08241,KOG4020,DRE2_VITVI,,,,,,
966,PGSC0003DMG400002144,Cv653,XP_006358701.1,XM_006358639.2,--,Q9SNB4,--,--,PCL1_ARATH,,,,,,
967,PGSC0003DMG400015795,Cv653,NP_001274874.1,XM_006353808.2,"RP-L36e, RPL36",Q9M352,PF01158,KOG3452,RL362_ARATH,,,,,,
968,PGSC0003DMG400012924,Cv653,CAN62421.1,HG975444.1,--,P10978,PF16588//PF00665,--,POLX_TOBAC,,,,,,
969,PGSC0003DMG400024139,Cv653,XP_006361592.1,XM_006361530.2,--,Q3ZPN4,PF02458//PF01373,--,ACMAT_VITLA,,,,,,
970,PGSC0003DMG400015744,Cv653,XP_006365463.1,XM_006365401.2,--,F8WKW0,PF04101//PF00201,--,UGT1_GARJA,,,,,,
971,PGSC0003DMG400002452,Cv653,XP_006367548.1,XM_006367486.2,--,Q9LM33,PF06293//PF00069//PF07714,KOG0660,MPK8_ARATH,,,,,,
972,PGSC0003DMG400016382,Cv653,NP_001275415.1,NM_001319950.1,UBE2V,Q9SVD7,PF05773,KOG0896,UEV1D_ARATH,,,,,,
973,PGSC0003DMG400030710,Cv653,XP_006359492.1,XM_006359430.2,--,Q6S5G3,PF02421//PF03193//PF04548//PF04670//PF00158//PF00735//PF08477//PF01926,--,TOC90_ARATH,,,,,,
974,PGSC0003DMG400032190,Cv653,NP_001275175.1,NM_001288246.1,"RP-LP1, RPLP1",P52855,--,KOG1762,RLA1_MAIZE,,,,,,
975,Novel01590,Cv653,XP_006340954.1,XM_006340892.2,--,Q9SEY5,PF00501,KOG1175,AAE2_ARATH,,,,,,
976,PGSC0003DMG402022673,Cv653,XP_006342764.1,XM_006342704.2,--,Q9MA55,PF07646//PF01344,KOG0379,ACBP4_ARATH,,,,,,
977,PGSC0003DMG400011402,Cv653,XP_006359376.1,XM_006359314.2,SFRS1_9,O22315,PF16940//PF13903//PF00076//PF03125//PF08777//PF16367,KOG0105,SR34_ARATH,,,,,,
978,Novel02438,Cv653,XP_006357280.1,XM_015313340.1,--,Q40392,PF13676//PF01582//PF00931//PF00004//PF01926,--,TMVRN_NICGU,,,,,,
979,PGSC0003DMG400004817,Cv653,XP_006355433.1,XR_001474432.1,--,--,--,--,-,,,,,,
980,PGSC0003DMG400003870,Cv653,XP_006354409.1,XM_006354347.2,--,--,PF07690,--,-,,,,,,
981,PGSC0003DMG400020151,Cv653,XP_006352727.1,XM_015311049.1,--,Q8W595,PF05033//PF00856,KOG1082,SUVR4_ARATH,,,,,,
982,PGSC0003DMG400014342,Cv653,XP_006353303.1,XM_006353241.2,--,O03982,PF00403//PF02724//PF06459//PF02862//PF01080//PF02535//PF11744//PF04088,--,HIP39_ARATH,,,,,,
983,PGSC0003DMG400007152,Cv653,XP_006347220.1,XM_006347158.2,AXS,Q9SGE0,PF03721//PF00106//PF03435//PF01073//PF01370,KOG1429,AXS2_ARATH,,,,,,
984,PGSC0003DMG400026789,Cv653,XP_006339973.1,XM_006339911.2,--,--,--,--,-,,,,,,
985,PGSC0003DMG400011949,Cv653,XP_004249051.1,XM_015305400.1,--,P93224,PF00367,--,NLTP2_SOLLC,,,,,,
986,PGSC0003DMG400016156,Cv653,NP_001274945.1,XM_015311213.1,SNRK2,Q75LR7,PF07714//PF00069//PF06293,KOG0583,SAPK1_ORYSJ,,,,,,
987,PGSC0003DMG400022231,Cv653,XP_006346027.1,HG975519.1,--,Q9LTV6,--,KOG0725,DECR2_ARATH,,,,,,
988,PGSC0003DMG400027903,Cv653,NP_001274928.1,NM_001287999.1,"RP-L4e, RPL4",Q9XF97,PF00573,KOG1475,RL4_PRUAR,,,,,,
989,Novel02698,Cv653,XP_010321894.1,XM_006355859.2,clpB,Q0E3C8,PF00004//PF04851//PF06309//PF01695//PF02861//PF00910//PF07728//PF07726//PF07724//PF03193//PF05496//PF00437//PF00158//PF01637//PF06414,KOG1051,CLPB3_ORYSJ,,,,,,
990,PGSC0003DMG400003368,Cv653,NP_001275600.1,NM_001288671.1,"RP-L12e, RPL12",O50003,PF00298,KOG0886,RL12_PRUAR,,,,,,
991,PGSC0003DMG400020587,Cv653,ADB85624.1,XM_015315064.1,--,Q9M667,PF03193//PF07728//PF00448//PF00931//PF03266//PF00004//PF00005//PF00910//PF01926,--,RPP13_ARATH,,,,,,
992,PGSC0003DMG402005708,Cv653,XP_006341632.1,XR_001472752.1,--,--,--,--,-,,,,,,
993,PGSC0003DMG400017593,Cv653,CDP06706.1,XM_006363616.2,"RP-S23e, RPS23",P46297,PF00164,KOG1749,RS23_FRAAN,,,,,,
994,PGSC0003DMG400021170,Cv653,XP_006352980.1,XM_006352918.2,"RP-S4e, RPS4",Q642H9,PF01479,KOG0378,RS4X_DANRE,,,,,,
995,PGSC0003DMG400023115,Cv653,XP_006356495.1,XM_006356433.2,--,Q736W4,PF04199,--,KYNB_BACC1,,,,,,
996,PGSC0003DMG400004263,Cv653,XP_006364118.1,XM_006364056.2,--,P81370,PF00947,--,TLP_ACTDE,,,,,,
997,PGSC0003DMG401022984,Cv653,XP_010323199.1,HG975446.1,--,--,--,--,-,,,,,,
998,PGSC0003DMG400001422,Cv653,XP_006338451.1,XM_006338389.2,--,--,--,--,-,,,,,,
999,PGSC0003DMG400021798,Cv653,XP_004235060.1,HG975515.1,--,--,PF00168,--,-,,,,,,
1000,PGSC0003DMG400016191,Cv653,XP_006353156.1,XM_015311232.1,--,Q940V3,PF03033//PF00201//PF04101,--,U91A1_ARATH,,,,,,
1001,Novel03435,Cv653,XP_006358781.1,XR_001474926.1,--,--,--,--,-,,,,,,
1002,Novel00488,Cv653,XP_006349193.1,XM_015309503.1,--,Q921C3,PF06507,KOG0644,BRWD1_MOUSE,,,,,,
1003,PGSC0003DMG400033683,Cv653,XP_006363983.1,XM_006363921.2,DPYD,Q9LVI9,PF01180//PF01645//PF01207,--,DPYD_ARATH,,,,,,
1004,PGSC0003DMG400007458,Cv653,XP_006366067.1,XM_006366005.2,RAV,Q9ZWM9,PF00847//PF02362,--,RAV1_ARATH,,,,,,
1005,PGSC0003DMG400003826,Cv653,KCW60243.1,XM_006358359.2,"RP-L23e, RPL23",P49690,PF00238,KOG0901,RL23_ARATH,,,,,,
1006,PGSC0003DMG400006231,Cv653,XP_009622855.1,HG975522.1,--,--,--,--,-,,,,,,
1007,PGSC0003DMG401005881,Cv653,XP_006361078.1,XM_006361016.2,"RP-L10Ae, RPL10A",P59230,--,KOG1570,R10A2_ARATH,,,,,,
1008,PGSC0003DMG400007365,Cv653,XP_006361754.1,HG975450.1,--,F4IWB3,PF02990,--,SMR13_ARATH,,,,,,
1009,PGSC0003DMG400016412,Cv653,Q8GTQ9.1,XM_006348442.2,LSC1,Q8GTQ9,PF11538//PF02629//PF00549//PF13380,KOG1255,SUCA1_SOLLC,,,,,,
1010,PGSC0003DMG400025240,Cv653,XP_006366494.1,XM_006366432.2,--,Q8W486,--,--,Y1491_ARATH,,,,,,
1011,PGSC0003DMG400004851,Cv653,XP_006357387.1,XM_006357325.2,"RP-L34, MRPL34, rpmH",A3QJT4,PF00468,--,RL34_SHELP,,,,,,
1012,PGSC0003DMG400026162,Cv653,XP_006360551.1,HG975446.1,--,--,--,--,-,,,,,,
1013,PGSC0003DMG400033898,Cv653,HG975443.1,HG975443.1,--,--,--,--,-,,,,,,
1014,PGSC0003DMG400005719,Cv653,XP_006341611.1,HG975442.1,--,Q9M886,--,--,LBD41_ARATH,,,,,,
1015,PGSC0003DMG400028467,Cv653,XP_004233035.1,XM_006358041.2,TPS,Q9LMI0,PF02358//PF00643//PF00982,KOG1050,TPS7_ARATH,,,,,,
1016,PGSC0003DMG400023752,Cv653,XP_006349397.1,XM_006349335.2,"RP-LP1, RPLP1",Q8LEQ0,--,KOG1762,RLA13_ARATH,,,,,,
1017,PGSC0003DMG400004838,Cv653,XP_006357368.1,XM_006357306.2,"RP-L28e, RPL28",O82204,--,KOG3412,RL281_ARATH,,,,,,
1018,PGSC0003DMG400007830,Cv653,EIF5A2,AB004823.1,EIF5A,P56333,PF01287,KOG3271,IF5A1_SOLTU,,,,,,
1019,PGSC0003DMG400005157,Cv653,XR_001472812.1,XR_001472812.1,--,--,--,--,-,,,,,,
1020,PGSC0003DMG400023260,Cv653,XP_006354100.1,XM_006354038.2,--,Q94JW8,PF03110,--,SPL6_ARATH,,,,,,
1021,PGSC0003DMG400001590,Cv653,XP_006359670.1,XM_006359608.2,--,P27484,PF00313,KOG3070,GRP2_NICSY,,,,,,
1022,PGSC0003DMG400031867,Cv653,NP_001275490.1,XM_006361155.2,"SLC25A4S, ANT",P27081,--,KOG0749,ADT2_SOLTU,,,,,,
1023,PGSC0003DMG400024017,Cv653,XP_011071377.1,Y14572.1,PHYB,P34094,PF00512//PF05694//PF00360//PF08446//PF00989//PF08447//PF01590,--,PHYB_SOLTU,,,,,,
1024,PGSC0003DMG400029856,Cv653,XP_006351274.1,XM_006351212.2,--,Q5E9D6,--,KOG3085,HDHD3_BOVIN,,,,,,
1025,PGSC0003DMG400020553,Cv653,XR_367029.2,XR_367029.2,--,--,PF06667//PF05162,--,-,,,,,,
1026,PGSC0003DMG400003208,Cv653,XP_006347513.1,XM_006347451.2,--,--,PF01852,--,-,,,,,,
1027,Novel01500,Cv653,XP_004231577.1,XM_015313168.1,--,Q9FKE9,PF01926//PF08685//PF00005//PF02263//PF08477//PF15050,KOG2203,RHD32_ARATH,,,,,,
1028,PGSC0003DMG400032137,Cv653,XP_006354152.1,XM_006354090.2,"DDX3X, bel",Q84W89,PF00270//PF04851,KOG0335,RH37_ARATH,,,,,,
1029,PGSC0003DMG400020719,Cv653,XP_006349419.1,XM_015309522.1,--,--,PF12106//PF02737,--,-,,,,,,
1030,PGSC0003DMG400024281,Cv653,XP_004244777.1,XM_006351918.2,POP2,Q84P53,PF00202,KOG1404,GATP2_SOLLC,,,,,,
1031,PGSC0003DMG400022032,Cv653,XP_010321792.1,XM_015221865.1,--,--,--,--,-,,,,,,
1032,PGSC0003DMG400004311,Cv653,XP_006359776.1,XM_006359714.2,--,Q8LP17,--,--,CCD1_PEA,,,,,,
1033,PGSC0003DMG400030947,Cv653,XP_006362034.1,XM_006361972.2,--,Q8GYX8,PF03374//PF07057,KOG0691,DNJ10_ARATH,,,,,,
1034,PGSC0003DMG400007565,Cv653,XP_004239296.1,XM_006338067.2,--,I7C6E8,PF00067,--,C7A52_PANGI,,,,,,
1035,PGSC0003DMG400028129,Cv653,XP_006339192.1,XM_006339130.2,--,Q8WVE0,PF00502//PF10237,--,N6MT2_HUMAN,,,,,,
1036,PGSC0003DMG400017119,Cv653,XP_006367257.1,XM_006367195.2,UGT73C,Q9ZQ96,PF00201,--,U73C3_ARATH,,,,,,
1037,PGSC0003DMG401028784,Cv653,XP_006365408.1,XM_010324319.1,--,Q9FPR3,PF07714//PF00069//PF00341,KOG0193,EDR1_ARATH,,,,,,
1038,PGSC0003DMG400032534,Cv653,XM_015312573.1,XM_015312573.1,--,--,--,--,-,,,,,,
1039,PGSC0003DMG400027532,Cv653,XP_004237879.1,XM_006353968.2,"RP-L30e, RPL30",O49884,--,KOG2988,RL30_LUPLU,,,,,,
1040,PGSC0003DMG400000244,Cv653,XP_006339754.1,XM_006339692.2,--,O48927,PF00067,--,C78A3_SOYBN,,,,,,
1041,PGSC0003DMG400005528,Cv653,XP_006362125.1,XM_006362063.2,--,O23090,PF00010,--,BH014_ARATH,,,,,,
1042,PGSC0003DMG400017573,Cv653,XP_004242022.1,XM_006363838.2,"RP-L15e, RPL15",O82528,PF00827,KOG1678,RL15_PETHY,,,,,,
1043,PGSC0003DMG400015153,Cv653,XP_006351424.1,XM_006351362.2,trpC,P49572,PF00218,KOG4201,TRPC_ARATH,,,,,,
1044,PGSC0003DMG400030321,Cv653,XP_006350769.1,XM_006350707.2,--,Q43513,PF01439,--,MT2Y_SOLLC,,,,,,
1045,PGSC0003DMG400024715,Cv653,XP_006344679.1,XM_006344617.2,"PSMC3, RPT5",P54776,PF00910//PF01695//PF00004//PF05496//PF00158//PF02562//PF02367//PF07728//PF07724//PF07931,KOG0652,PRS6A_SOLLC,,,,,,
1046,PGSC0003DMG400022699,Cv653,XP_006362754.1,XM_006362692.2,--,Q40392,PF02378//PF00931//PF13855//PF00005//PF00004//PF13676//PF01582//PF00560,--,TMVRN_NICGU,,,,,,
1047,PGSC0003DMG400005612,Cv653,XP_009758418.1,XM_006341603.2,TC.AAA,O24381,PF03219,--,TLC1_SOLTU,,,,,,
1048,PGSC0003DMG400025324,Cv653,KJB83794.1,XM_006357272.2,"RP-S15Ae, RPS15A",P42798,PF00410,KOG1754,R15A1_ARATH,,,,,,
1049,Novel02908,Cv653,XP_006366035.1,XM_006365973.2,--,P92792,PF06552//PF13181//PF13414//PF00515//PF13176//PF02411,--,TOM20_SOLTU,,,,,,
1050,PGSC0003DMG400021797,Cv653,XP_006366322.1,XM_006366260.2,--,--,--,--,-,,,,,,
1051,PGSC0003DMG400015602,Cv653,XP_004238712.1,XM_015312608.1,--,Q93X17,--,--,SNAK2_SOLTU,,,,,,
1052,PGSC0003DMG400000574,Cv653,XP_004235044.1,XM_006347477.2,--,--,PF03788,--,-,,,,,,
1053,PGSC0003DMG400024214,Cv653,XP_006358585.1,HG975520.1,--,--,--,--,-,,,,,,
1054,PGSC0003DMG402011162,Cv653,XP_006343581.1,XM_006343519.2,"ETF1, ERF1",P35614,PF00067//PF01209,KOG0688,ERF1Z_ARATH,,,,,,
1055,PGSC0003DMG400028781,Cv653,NP_001275109.1,XM_006365335.2,"RP-S7e, RPS7",Q9C514,PF01251,KOG3320,RS71_ARATH,,,,,,
1056,PGSC0003DMG400021130,Cv653,XP_010316972.1,XM_006352964.2,CHK,Q8L518,PF00501,KOG2686,CK2_ARATH,,,,,,
1057,PGSC0003DMG400000984,Cv653,XP_009614230.1,XM_006350879.2,"TER, TSC13, CER10",Q55C17,PF02544,KOG1638,TECR_DICDI,,,,,,
1058,PGSC0003DMG400003769,Cv653,XP_007163668.1,XM_006341952.2,H3,Q71H73,PF02291//PF15715//PF00125,KOG1745,H33_VITVI,,,,,,
1059,Novel00790,Cv653,XP_006363625.1,XM_006363563.2,"E4.1.1.1, pdc",O82647,PF02775//PF00205//PF02776//PF02552,KOG1184,PDC1_ARATH,,,,,,
1060,PGSC0003DMG400020246,Cv653,XP_006338713.1,XM_006338651.2,--,Q9SGA0,PF01842//PF13291,--,ACR6_ARATH,,,,,,
1061,PGSC0003DMG400023270,Cv653,AAF79822.1,AB061263.1,EEF1A,P25698,PF03144//PF01926//PF02662,KOG0052,EF1A_SOYBN,,,,,,
1062,PGSC0003DMG400012109,Cv653,XP_006343757.1,XM_006343695.2,TIM13,Q9XGY5,PF06616,--,TIM13_ORYSJ,,,,,,
1063,Novel00301,Cv653,XP_010325546.1,XM_015309000.1,--,Q7KVS9,PF01909,KOG1906,TRF41_DROME,,,,,,
1064,PGSC0003DMG401001381,Cv653,XP_006338329.1,HG975441.1,"UBR4, ZUBR1",Q9SRU2,PF00569,KOG1776,BIG_ARATH,,,,,,
1065,PGSC0003DMG400030035,Cv653,XP_006353430.1,XM_006353368.2,--,Q9SIZ4,PF07714//PF00069//PF00560//PF13855,--,Y2027_ARATH,,,,,,
1066,PGSC0003DMG400028491,Cv653,XP_006356250.1,XM_006356188.2,"PRKAA, AMPK",Q8W1D5,PF06293//PF03822//PF00069//PF07714,--,CIPKP_ARATH,,,,,,
1067,PGSC0003DMG400004422,Cv653,XP_009804090.1,DQ191632.1,"ATPeV0C, ATP6L",O24011,PF00137,KOG0232,VATL_SOLLC,,,,,,
1068,PGSC0003DMG400026398,Cv653,NP_001274979.1,XM_006357772.2,"RP-L11e, RPL11",P42794,PF12356,KOG0397,RL112_ARATH,,,,,,
1069,PGSC0003DMG400012918,Cv653,XP_006356903.1,XM_015313173.1,--,Q7XA40,PF00931//PF13855,--,RGA3_SOLBU,,,,,,
1070,Novel02747,Cv653,XP_004241863.2,XM_015224042.1,GRIP,Q9C5V5,PF00060//PF10613,KOG1052,GLR28_ARATH,,,,,,
1071,PGSC0003DMG400021322,Cv653,XP_006348468.1,XM_006348406.2,E2.4.1.241,Q6DW74,--,--,DGDG1_LOTJA,,,,,,
1072,PGSC0003DMG400005097,Cv653,NP_001275255.1,XM_015227081.1,--,Q9XEX2,PF08534//PF00578,KOG0541,PRX2B_ARATH,,,,,,
1073,PGSC0003DMG400006395,Cv653,XP_009790120.1,XM_006364918.2,--,Q9SN39,--,--,PP320_ARATH,,,,,,
1074,PGSC0003DMG400024659,Cv653,XP_006345167.1,XM_015307729.1,--,--,--,--,-,,,,,,
1075,Novel01497,Cv653,XP_006360315.1,XM_006360253.2,--,--,--,--,-,,,,,,
1076,PGSC0003DMG403015682,Cv653,XP_010312671.1,XM_015304012.1,--,Q40392,PF00560//PF13855,--,TMVRN_NICGU,,,,,,
1077,PGSC0003DMG401025397,Cv653,XP_006343465.1,XM_015306971.1,--,Q9NCL8,PF02121,KOG3668,PITP1_DICDI,,,,,,
1078,PGSC0003DMG400011750,Cv653,XP_006357881.1,XM_006357819.2,--,H2DH21,PF00067,KOG0158,C7A29_PANGI,,,,,,
1079,PGSC0003DMG400008394,Cv653,XP_006338924.1,XM_015309096.1,--,Q7XA40,PF13855//PF00005//PF06160//PF00931,--,RGA3_SOLBU,,,,,,
1080,PGSC0003DMG400001982,Cv653,XP_006365693.1,XR_001472556.1,--,Q6L400,PF00931,--,R1B16_SOLDE,,,,,,
1081,PGSC0003DMG400021855,Cv653,XP_006366299.1,XM_006366237.2,PHB2,O49460,PF02796,KOG3090,PHB1_ARATH,,,,,,
1082,PGSC0003DMG400011074,Cv653,XP_006339012.1,XM_006338950.2,--,U3UA11,PF00201,--,UGT7_CATRO,,,,,,
1083,PGSC0003DMG403011204,Cv653,XP_006362459.1,HG975519.1,--,--,--,--,-,,,,,,
1084,PGSC0003DMG401027320,Cv653,XP_006360492.1,XM_006360430.2,MTMR1_2,F4J3T8,--,--,MYTM1_ARATH,,,,,,
1085,PGSC0003DMG400014134,Cv653,XP_011073375.1,XM_006341319.2,--,--,PF01277//PF05478//PF00487//PF00335//PF03172,--,-,,,,,,
1086,PGSC0003DMG400013154,Cv653,XP_009796543.1,XM_006346500.2,"RRB1, GRWD1",Q54ED4,PF00400,KOG0302,GRWD1_DICDI,,,,,,
1087,PGSC0003DMG400019402,Cv653,XP_006358649.1,XM_006358587.2,EIF1A,P56331,PF01176,KOG3403,IF1A_ONOVI,,,,,,
