Cluster-12724.0,GO:0006730
Cluster-67248.21632,GO:0055114
Cluster-67248.27951,GO:0046486
Cluster-67248.38272,GO:0006298
Cluster-67248.41890,GO:0042432
Cluster-67248.4724,GO:0006120
Cluster-67248.63032,GO:0046339
Cluster-67248.66039,GO:0006000
Cluster-67248.66995,GO:0006631
Cluster-67248.69949,GO:0006144
Cluster-67248.78974,GO:0006687
Cluster-67248.79805,GO:0006761
Cluster-67248.81492,GO:0007049
Cluster-67248.82464,GO:0016117
Cluster-67248.83468,GO:0008210
Cluster-67248.86068,GO:0006098
Cluster-67248.86976,GO:0006098
Cluster-67248.87670,GO:0006355
Cluster-67248.88741,GO:0007155
Cluster-67248.91387,GO:0006397
Cluster-67248.91872,GO:0006813
Cluster-67248.94104,GO:0016117
Cluster-67248.94495,GO:0006694
Cluster-67248.95310,GO:0000162
Cluster-67248.95718,GO:0006310
Cluster-67248.96338,GO:0030431
Cluster-67248.97196,GO:0006544
Cluster-67248.97521,GO:0006098
Cluster-67248.97664,GO:0009405
Cluster-67248.97739,GO:0019643
Cluster-67248.98272,GO:0006020
Cluster-67248.98283,GO:0015976
Cluster-67248.98532,GO:0006098
Cluster-67248.98903,GO:0055114
Cluster-67248.99809,GO:0006814
Cluster-67248.99907,GO:0046034
Cluster-5770.1,GO:0006807
Cluster-63417.0,GO:0006020
Cluster-67248.100116,GO:0005982
Cluster-67248.100826,GO:0006096
Cluster-67248.101042,GO:0008152
Cluster-67248.101068,GO:0006310
Cluster-67248.101627,GO:0006568
Cluster-67248.104349,GO:0006090
Cluster-67248.107477,GO:0006810
Cluster-67248.108388,GO:0055114
Cluster-67248.108528,GO:0006120
Cluster-67248.115148,GO:0008207
Cluster-67248.120716,GO:0006118
Cluster-67248.123373,GO:0006687
Cluster-67248.123375,GO:0005985
Cluster-67248.126110,GO:0055114
Cluster-67248.131910,GO:0008152
Cluster-67248.135023,GO:0006914
Cluster-67248.140445,GO:0030168
Cluster-67248.140635,GO:0051301
Cluster-67248.165565,GO:0006886
Cluster-67248.171401,GO:0006974
Cluster-67248.21632,GO:0008210
Cluster-67248.27951,GO:0009058
Cluster-67248.38272,GO:0055085
Cluster-67248.41890,GO:0006571
Cluster-67248.66995,GO:0006355
Cluster-67248.79805,GO:0006144
Cluster-67248.81492,GO:0006550
Cluster-67248.82464,GO:0006694
Cluster-67248.86068,GO:0006020
Cluster-67248.86976,GO:0008152
Cluster-67248.88741,GO:0006468
Cluster-67248.91387,GO:0006914
Cluster-67248.91872,GO:0008209
Cluster-67248.94104,GO:0006631
Cluster-67248.95310,GO:0006396
Cluster-67248.95718,GO:0006281
Cluster-67248.97521,GO:0008152
Cluster-67248.97739,GO:0006099
Cluster-67248.98272,GO:0006098
Cluster-67248.98283,GO:0006000
Cluster-67248.98532,GO:0006096
Cluster-67248.99907,GO:0008152
Cluster-63417.0,GO:0006098
Cluster-67248.100116,GO:0006027
Cluster-67248.101042,GO:0007165
Cluster-67248.101068,GO:0006281
Cluster-67248.101627,GO:0006633
Cluster-67248.104349,GO:0006633
Cluster-67248.108528,GO:0016567
Cluster-67248.120716,GO:0006855
Cluster-67248.123373,GO:0006012
Cluster-67248.123375,GO:0006687
Cluster-67248.126110,GO:0018874
Cluster-67248.131910,GO:0008207
Cluster-67248.135023,GO:0019538
Cluster-67248.171401,GO:0006865
Cluster-67248.21632,GO:0008209
Cluster-67248.27951,GO:0015994
Cluster-67248.38272,GO:0006571
Cluster-67248.66995,GO:0006633
Cluster-67248.79805,GO:0042493
Cluster-67248.81492,GO:0016032
Cluster-67248.82464,GO:0008033
Cluster-67248.86976,GO:0008033
Cluster-67248.91387,GO:0006886
Cluster-67248.91872,GO:0008210
Cluster-67248.94104,GO:0006554
Cluster-67248.95310,GO:0006370
Cluster-67248.97521,GO:0019521
Cluster-67248.97739,GO:0015986
Cluster-67248.101042,GO:0055085
Cluster-67248.101627,GO:0018874
Cluster-67248.104349,GO:0051258
Cluster-67248.120716,GO:0019646
Cluster-67248.123373,GO:0000272
Cluster-67248.126110,GO:0006571
Cluster-67248.131910,GO:0009089
Cluster-67248.135023,GO:0007264
Cluster-67248.171401,GO:0006260
Cluster-67248.21632,GO:0016998
Cluster-67248.38272,GO:0019069
Cluster-67248.66995,GO:0006568
Cluster-67248.79805,GO:0046656
Cluster-67248.81492,GO:0055114
Cluster-67248.91387,GO:0016567
Cluster-67248.91872,GO:0055114
Cluster-67248.94104,GO:0006633
Cluster-67248.95310,GO:0009094
Cluster-67248.101627,GO:0055114
Cluster-67248.104349,GO:0051382
Cluster-67248.123373,GO:0005985
Cluster-67248.126110,GO:0000162
Cluster-67248.135023,GO:0030001
Cluster-67248.21632,GO:0006813
Cluster-67248.38272,GO:0000162
Cluster-67248.66995,GO:0019521
Cluster-67248.81492,GO:0006914
Cluster-67248.91387,GO:0007165
Cluster-67248.94104,GO:0006568
Cluster-67248.101627,GO:0006550
Cluster-67248.104349,GO:0042157
Cluster-67248.123373,GO:0006570
Cluster-67248.126110,GO:0046168
Cluster-67248.135023,GO:0006310
Cluster-67248.38272,GO:0006432
Cluster-67248.66995,GO:0006574
Cluster-67248.81492,GO:0018874
Cluster-67248.91387,GO:0071973
Cluster-67248.94104,GO:0009878
Cluster-67248.104349,GO:0008608
Cluster-67248.126110,GO:0006568
Cluster-67248.135023,GO:0006281
Cluster-67248.38272,GO:0030001
Cluster-67248.66995,GO:0008033
Cluster-67248.81492,GO:0006633
Cluster-67248.91387,GO:0051258
Cluster-67248.94104,GO:0006574
Cluster-67248.104349,GO:0007165
Cluster-67248.126110,GO:0006520
Cluster-67248.38272,GO:0006869
Cluster-67248.66995,GO:0006098
Cluster-67248.94104,GO:0008033
Cluster-67248.126110,GO:0006574
Cluster-67248.38272,GO:0042262
Cluster-67248.126110,GO:0006098
Cluster-67248.38272,GO:0042157
Cluster-67248.126110,GO:0019521
Cluster-67248.126110,GO:0006633
Cluster-67248.126110,GO:0009094
Cluster-12724.0,GO:0004089
Cluster-21872.0,GO:0004096
Cluster-21903.0,GO:0071949
Cluster-24414.0,GO:0003735
Cluster-29250.0,GO:0008026
Cluster-31837.1,GO:0005515
Cluster-32704.0,GO:0004672
Cluster-34321.0,GO:0004068
Cluster-40622.0,GO:0003735
Cluster-42771.0,GO:0008234
Cluster-44121.0,GO:0005515
Cluster-48148.2,GO:0005515
Cluster-48526.1,GO:0005515
Cluster-51470.0,GO:0031072
Cluster-53550.0,GO:0003735
Cluster-5770.1,GO:0003824
Cluster-5860.1,GO:0005509
Cluster-6023.0,GO:0004375
Cluster-63417.0,GO:0004332
Cluster-64287.0,GO:0008270
Cluster-67245.0,GO:0005515
Cluster-67245.1,GO:0004867
Cluster-67248.100027,GO:0003700
Cluster-67248.100116,GO:0004565
Cluster-67248.100188,GO:0045735
Cluster-67248.100189,GO:0045735
Cluster-67248.100209,GO:0004672
Cluster-67248.100247,GO:0046872
Cluster-67248.100258,GO:0016758
Cluster-67248.100291,GO:0005509
Cluster-67248.100380,GO:0003729
Cluster-67248.100456,GO:0004601
Cluster-67248.100458,GO:0016491
Cluster-67248.100514,GO:0003677
Cluster-67248.100533,GO:0008168
Cluster-67248.100538,GO:0003871
Cluster-67248.100552,GO:0004519
Cluster-67248.100572,GO:0004553
Cluster-67248.100650,GO:0016151
Cluster-67248.100665,GO:0005515
Cluster-67248.100692,GO:0016740
Cluster-67248.100740,GO:0004867
Cluster-67248.100748,GO:0005524
Cluster-67248.100751,GO:0005524
Cluster-67248.100752,GO:0003677
Cluster-67248.100782,GO:0004096
Cluster-67248.100826,GO:0042132
Cluster-67248.100933,GO:0003746
Cluster-67248.100936,GO:0051287
Cluster-67248.101001,GO:0020037
Cluster-67248.101042,GO:0031683
Cluster-67248.101068,GO:0003924
Cluster-67248.101096,GO:0016887
Cluster-67248.101154,GO:0016757
Cluster-67248.101158,GO:0005215
Cluster-67248.101159,GO:0005215
Cluster-67248.101181,GO:0003677
Cluster-67248.101387,GO:0015238
Cluster-67248.101390,GO:0015297
Cluster-67248.101392,GO:0015297
Cluster-67248.101419,GO:0003677
Cluster-67248.101496,GO:0003677
Cluster-67248.101576,GO:0004114
Cluster-67248.101605,GO:0008289
Cluster-67248.101627,GO:0003857
Cluster-67248.101633,GO:0016151
Cluster-67248.101804,GO:0004553
Cluster-67248.101806,GO:0004553
Cluster-67248.101809,GO:0008483
Cluster-67248.101810,GO:0008483
Cluster-67248.101971,GO:0004347
Cluster-67248.101981,GO:0005102
Cluster-67248.102048,GO:0051745
Cluster-67248.102050,GO:0051745
Cluster-67248.102067,GO:0004601
Cluster-67248.102069,GO:0003677
Cluster-67248.102077,GO:0004512
Cluster-67248.102099,GO:0004427
Cluster-67248.102102,GO:0005525
Cluster-67248.102146,GO:0016638
Cluster-67248.102286,GO:0030151
Cluster-67248.102329,GO:0016758
Cluster-67248.102393,GO:0046332
Cluster-67248.102416,GO:0016740
Cluster-67248.102424,GO:0016817
Cluster-67248.102459,GO:0003968
Cluster-67248.102646,GO:0003700
Cluster-67248.102657,GO:0004553
Cluster-67248.102674,GO:0020037
Cluster-67248.102822,GO:0004601
Cluster-67248.102848,GO:0016881
Cluster-67248.102869,GO:0016810
Cluster-67248.103005,GO:0004862
Cluster-67248.103230,GO:0031625
Cluster-67248.103302,GO:0005125
Cluster-67248.103373,GO:0016747
Cluster-67248.103543,GO:0004553
Cluster-67248.103587,GO:0046429
Cluster-67248.103589,GO:0046429
Cluster-67248.103607,GO:0003899
Cluster-67248.103612,GO:0016773
Cluster-67248.103623,GO:0005515
Cluster-67248.103625,GO:0003677
Cluster-67248.103746,GO:0005515
Cluster-67248.103749,GO:0016787
Cluster-67248.103778,GO:0016765
Cluster-67248.103792,GO:0046983
Cluster-67248.103909,GO:0003677
Cluster-67248.103996,GO:0020037
Cluster-67248.104195,GO:0050660
Cluster-67248.104224,GO:0008270
Cluster-67248.104246,GO:0005515
Cluster-67248.104256,GO:0003712
Cluster-67248.104262,GO:0005509
Cluster-67248.104349,GO:0030674
Cluster-67248.104385,GO:0008168
Cluster-67248.104448,GO:0016491
Cluster-67248.104561,GO:0005525
Cluster-67248.104638,GO:0003676
Cluster-67248.104703,GO:0004672
Cluster-67248.104792,GO:0003676
Cluster-67248.104884,GO:0005515
Cluster-67248.104991,GO:0003677
Cluster-67248.105101,GO:2001070
Cluster-67248.105162,GO:0005515
Cluster-67248.105163,GO:0008270
Cluster-67248.105166,GO:0061630
Cluster-67248.105332,GO:0004812
Cluster-67248.105443,GO:0010181
Cluster-67248.105453,GO:0003677
Cluster-67248.105667,GO:0003746
Cluster-67248.105668,GO:0003746
Cluster-67248.105679,GO:0016887
Cluster-67248.105794,GO:0051082
Cluster-67248.105873,GO:0050660
Cluster-67248.106134,GO:0042030
Cluster-67248.106241,GO:0051087
Cluster-67248.106337,GO:0016773
Cluster-67248.106340,GO:0016773
Cluster-67248.106341,GO:0016787
Cluster-67248.106394,GO:0043531
Cluster-67248.106442,GO:0004366
Cluster-67248.106478,GO:0018024
Cluster-67248.106499,GO:0016301
Cluster-67248.106528,GO:0046983
Cluster-67248.106744,GO:0005515
Cluster-67248.106748,GO:0005515
Cluster-67248.106796,GO:0030145
Cluster-67248.106842,GO:0003995
Cluster-67248.106883,GO:0016491
Cluster-67248.106934,GO:0005515
Cluster-67248.107110,GO:0005515
Cluster-67248.107142,GO:0004674
Cluster-67248.107305,GO:0005261
Cluster-67248.107452,GO:0005525
Cluster-67248.107461,GO:0016972
Cluster-67248.107469,GO:0004222
Cluster-67248.107477,GO:0009378
Cluster-67248.107483,GO:0046872
Cluster-67248.107762,GO:0003677
Cluster-67248.107800,GO:0043548
Cluster-67248.107809,GO:0008519
Cluster-67248.107824,GO:0005515
Cluster-67248.107827,GO:0003824
Cluster-67248.107829,GO:0003824
Cluster-67248.107835,GO:0003824
Cluster-67248.107838,GO:0003824
Cluster-67248.107920,GO:0046872
Cluster-67248.107925,GO:0008199
Cluster-67248.107998,GO:0016491
Cluster-67248.108000,GO:0003723
Cluster-67248.108165,GO:0031072
Cluster-67248.108190,GO:0008324
Cluster-67248.108244,GO:0005515
Cluster-67248.108384,GO:0016773
Cluster-67248.108385,GO:0005524
Cluster-67248.108388,GO:0003677
Cluster-67248.108390,GO:0005509
Cluster-67248.108528,GO:0008270
Cluster-67248.10853,GO:0016762
Cluster-67248.108559,GO:0005524
Cluster-67248.108571,GO:0016765
Cluster-67248.108640,GO:0008168
Cluster-67248.109143,GO:0005515
Cluster-67248.109238,GO:0005515
Cluster-67248.109299,GO:0046872
Cluster-67248.109316,GO:0003700
Cluster-67248.109382,GO:0010181
Cluster-67248.109517,GO:0016491
Cluster-67248.109518,GO:0003824
Cluster-67248.109614,GO:0003824
Cluster-67248.109804,GO:0042030
Cluster-67248.109875,GO:0003755
Cluster-67248.109878,GO:0003887
Cluster-67248.109976,GO:0020037
Cluster-67248.110073,GO:0003779
Cluster-67248.110085,GO:0005198
Cluster-67248.110091,GO:0071253
Cluster-67248.110128,GO:0020037
Cluster-67248.110185,GO:0005524
Cluster-67248.110218,GO:0004357
Cluster-67248.110328,GO:0005515
Cluster-67248.110379,GO:0004576
Cluster-67248.110524,GO:0016773
Cluster-67248.110525,GO:0016773
Cluster-67248.110527,GO:0005524
Cluster-67248.110531,GO:0016773
Cluster-67248.110533,GO:0005524
Cluster-67248.110587,GO:0016760
Cluster-67248.110650,GO:0016645
Cluster-67248.110805,GO:0004672
Cluster-67248.110830,GO:0016740
Cluster-67248.110931,GO:0004857
Cluster-67248.110956,GO:2001070
Cluster-67248.110957,GO:2001070
Cluster-67248.111006,GO:0005515
Cluster-67248.111354,GO:0048037
Cluster-67248.111401,GO:0005515
Cluster-67248.111402,GO:0046872
Cluster-67248.111490,GO:0004557
Cluster-67248.111492,GO:0004557
Cluster-67248.111604,GO:0071949
Cluster-67248.111605,GO:0050660
Cluster-67248.111945,GO:0005507
Cluster-67248.112030,GO:0015079
Cluster-67248.112100,GO:0003723
Cluster-67248.112123,GO:0043531
Cluster-67248.112145,GO:0003824
Cluster-67248.112168,GO:0004553
Cluster-67248.112206,GO:0046983
Cluster-67248.112209,GO:0005198
Cluster-67248.112295,GO:0050660
Cluster-67248.112591,GO:0008270
Cluster-67248.112611,GO:0008168
Cluster-67248.112712,GO:0003824
Cluster-67248.112916,GO:0020037
Cluster-67248.113041,GO:0003824
Cluster-67248.113145,GO:0015299
Cluster-67248.113187,GO:0004129
Cluster-67248.113369,GO:0004347
Cluster-67248.113479,GO:0016773
Cluster-67248.113592,GO:0016491
Cluster-67248.113594,GO:0016491
Cluster-67248.113597,GO:0016491
Cluster-67248.113672,GO:0003677
Cluster-67248.114082,GO:0008270
Cluster-67248.114098,GO:0005515
Cluster-67248.114133,GO:0004672
Cluster-67248.114295,GO:0008168
Cluster-67248.114585,GO:0046872
Cluster-67248.114681,GO:0016740
Cluster-67248.114859,GO:0046983
Cluster-67248.114875,GO:0003676
Cluster-67248.114941,GO:0003676
Cluster-67248.115049,GO:0003924
Cluster-67248.115111,GO:0003777
Cluster-67248.115148,GO:0003854
Cluster-67248.115221,GO:0016491
Cluster-67248.115240,GO:0005515
Cluster-67248.115246,GO:0005524
Cluster-67248.115364,GO:0003723
Cluster-67248.115365,GO:0005515
Cluster-67248.115373,GO:0016787
Cluster-67248.115450,GO:0016491
Cluster-67248.115467,GO:0005515
Cluster-67248.115536,GO:0020037
Cluster-67248.115553,GO:0003887
Cluster-67248.115569,GO:0016758
Cluster-67248.115579,GO:0061630
Cluster-67248.115664,GO:0046872
Cluster-67248.115671,GO:0005515
Cluster-67248.115724,GO:0005515
Cluster-67248.115728,GO:0005515
Cluster-67248.115742,GO:0003700
Cluster-67248.115845,GO:0003779
Cluster-67248.115849,GO:0005524
Cluster-67248.115901,GO:0016787
Cluster-67248.115953,GO:0004871
Cluster-67248.115960,GO:0005515
Cluster-67248.115998,GO:0003677
Cluster-67248.116057,GO:0030955
Cluster-67248.116169,GO:0003677
Cluster-67248.116173,GO:0008131
Cluster-67248.116386,GO:0003700
Cluster-67248.116648,GO:0016831
Cluster-67248.116654,GO:0030170
Cluster-67248.116848,GO:0016887
Cluster-67248.116978,GO:0005525
Cluster-67248.117045,GO:0004129
Cluster-67248.117067,GO:0071949
Cluster-67248.117250,GO:0003676
Cluster-67248.117251,GO:0003723
Cluster-67248.117401,GO:0004672
Cluster-67248.117440,GO:0003712
Cluster-67248.117442,GO:0003712
Cluster-67248.117607,GO:0004672
Cluster-67248.117649,GO:0005524
Cluster-67248.117751,GO:0004252
Cluster-67248.117780,GO:0016887
Cluster-67248.117874,GO:0008176
Cluster-67248.117876,GO:0008234
Cluster-67248.118159,GO:0000155
Cluster-67248.118166,GO:0036459
Cluster-67248.118176,GO:0005515
Cluster-67248.118177,GO:0036459
Cluster-67248.118221,GO:0003954
Cluster-67248.118332,GO:0046872
Cluster-67248.118489,GO:0000166
Cluster-67248.118924,GO:0005524
Cluster-67248.119101,GO:0004812
Cluster-67248.119185,GO:0005198
Cluster-67248.119846,GO:0004298
Cluster-67248.119870,GO:0005524
Cluster-67248.12019,GO:0003824
Cluster-67248.120460,GO:0031072
Cluster-67248.120533,GO:0005515
Cluster-67248.120535,GO:0005515
Cluster-67248.120609,GO:0005515
Cluster-67248.120716,GO:0008289
Cluster-67248.120781,GO:0005524
Cluster-67248.12083,GO:0005509
Cluster-67248.120902,GO:0004014
Cluster-67248.121112,GO:0015078
Cluster-67248.121616,GO:0008686
Cluster-67248.121665,GO:0004107
Cluster-67248.121666,GO:0004107
Cluster-67248.121676,GO:0004107
Cluster-67248.121765,GO:0016597
Cluster-67248.121766,GO:0016597
Cluster-67248.121789,GO:0004672
Cluster-67248.121969,GO:0047869
Cluster-67248.122323,GO:0003677
Cluster-67248.122428,GO:0003677
Cluster-67248.122438,GO:0008017
Cluster-67248.122472,GO:0048037
Cluster-67248.122558,GO:0003677
Cluster-67248.122581,GO:0009378
Cluster-67248.122598,GO:0003774
Cluster-67248.122761,GO:0051082
Cluster-67248.122837,GO:0030246
Cluster-67248.122841,GO:0004553
Cluster-67248.122844,GO:0005524
Cluster-67248.122872,GO:0016705
Cluster-67248.123018,GO:0005515
Cluster-67248.123094,GO:0008270
Cluster-67248.123117,GO:0003700
Cluster-67248.123207,GO:0016758
Cluster-67248.123223,GO:0004553
Cluster-67248.123333,GO:0015035
Cluster-67248.123345,GO:0003824
Cluster-67248.123363,GO:0005515
Cluster-67248.123373,GO:0004565
Cluster-67248.123375,GO:0004565
Cluster-67248.123856,GO:0048038
Cluster-67248.124067,GO:0016857
Cluster-67248.124193,GO:0003676
Cluster-67248.124400,GO:0004198
Cluster-67248.124468,GO:0003824
Cluster-67248.124528,GO:0005515
Cluster-67248.124586,GO:0005515
Cluster-67248.124888,GO:0008270
Cluster-67248.124956,GO:0020037
Cluster-67248.125006,GO:0005198
Cluster-67248.125017,GO:0004672
Cluster-67248.125209,GO:0043565
Cluster-67248.125381,GO:0004014
Cluster-67248.125502,GO:0008982
Cluster-67248.125695,GO:0016836
Cluster-67248.125838,GO:0008270
Cluster-67248.125846,GO:0005515
Cluster-67248.125949,GO:0005524
Cluster-67248.125950,GO:0046872
Cluster-67248.125955,GO:0016307
Cluster-67248.126110,GO:0008977
Cluster-67248.126128,GO:0005524
Cluster-67248.126525,GO:0005179
Cluster-67248.126626,GO:0008237
Cluster-67248.126669,GO:0008270
Cluster-67248.126711,GO:0016705
Cluster-67248.126767,GO:0045502
Cluster-67248.127009,GO:0008270
Cluster-67248.127116,GO:0016209
Cluster-67248.127163,GO:0017111
Cluster-67248.127473,GO:0005515
Cluster-67248.127520,GO:0030151
Cluster-67248.127524,GO:0046983
Cluster-67248.127660,GO:0016810
Cluster-67248.127863,GO:0005216
Cluster-67248.127864,GO:0008233
Cluster-67248.128050,GO:0005525
Cluster-67248.128133,GO:0003677
Cluster-67248.128273,GO:0003843
Cluster-67248.128314,GO:0003724
Cluster-67248.128554,GO:0005515
Cluster-67248.128811,GO:0005515
Cluster-67248.129464,GO:0005524
Cluster-67248.129638,GO:0004579
Cluster-67248.130404,GO:0004668
Cluster-67248.130413,GO:0004668
Cluster-67248.130546,GO:0003700
Cluster-67248.130547,GO:0003700
Cluster-67248.130621,GO:0016706
Cluster-67248.130662,GO:0004813
Cluster-67248.130868,GO:0005515
Cluster-67248.130869,GO:0016702
Cluster-67248.130879,GO:0046872
Cluster-67248.130903,GO:0005525
Cluster-67248.131113,GO:0043565
Cluster-67248.131287,GO:0008964
Cluster-67248.131312,GO:0004161
Cluster-67248.131314,GO:0004161
Cluster-67248.131321,GO:0003735
Cluster-67248.131393,GO:0003677
Cluster-67248.131608,GO:0005525
Cluster-67248.131711,GO:0005515
Cluster-67248.131901,GO:0005515
Cluster-67248.131910,GO:0050662
Cluster-67248.131921,GO:0004252
Cluster-67248.131965,GO:0005515
Cluster-67248.132441,GO:0005509
Cluster-67248.132445,GO:0008236
Cluster-67248.132609,GO:0003677
Cluster-67248.132612,GO:0008168
Cluster-67248.132818,GO:0004540
Cluster-67248.132953,GO:0016818
Cluster-67248.133030,GO:0005515
Cluster-67248.133140,GO:0003887
Cluster-67248.133294,GO:0005173
Cluster-67248.133452,GO:0005525
Cluster-67248.133784,GO:0005524
Cluster-67248.133943,GO:0003777
Cluster-67248.134402,GO:0003824
Cluster-67248.134515,GO:0005516
Cluster-67248.134682,GO:0004672
Cluster-67248.134703,GO:0005515
Cluster-67248.13472,GO:0003824
Cluster-67248.135023,GO:0003723
Cluster-67248.135037,GO:0008121
Cluster-67248.135347,GO:0005515
Cluster-67248.135381,GO:0008107
Cluster-67248.135466,GO:0005515
Cluster-67248.135468,GO:0005524
Cluster-67248.135500,GO:0003824
Cluster-67248.135550,GO:0003824
Cluster-67248.135660,GO:0005515
Cluster-67248.135921,GO:0043565
Cluster-67248.136753,GO:0005509
Cluster-67248.137186,GO:0016747
Cluster-67248.137729,GO:0042030
Cluster-67248.138436,GO:0005198
Cluster-67248.138702,GO:0000287
Cluster-67248.138831,GO:0008236
Cluster-67248.139003,GO:0005515
Cluster-67248.139013,GO:0005524
Cluster-67248.13909,GO:0005515
Cluster-67248.13918,GO:0015116
Cluster-67248.139231,GO:0005524
Cluster-67248.139306,GO:0004252
Cluster-67248.139330,GO:0046789
Cluster-67248.13959,GO:0010333
Cluster-67248.139716,GO:0016787
Cluster-67248.140271,GO:0030695
Cluster-67248.140445,GO:0008092
Cluster-67248.140635,GO:0008017
Cluster-67248.140637,GO:0005524
Cluster-67248.140657,GO:0008092
Cluster-67248.141007,GO:0034450
Cluster-67248.141064,GO:0005524
Cluster-67248.141065,GO:0005525
Cluster-67248.141316,GO:0015079
Cluster-67248.141352,GO:0003677
Cluster-67248.141503,GO:0022857
Cluster-67248.141966,GO:0005524
Cluster-67248.142094,GO:0003677
Cluster-67248.142193,GO:0003676
Cluster-67248.142580,GO:0051287
Cluster-67248.142674,GO:0005524
Cluster-67248.143278,GO:0004518
Cluster-67248.143707,GO:0001104
Cluster-67248.143751,GO:0001104
Cluster-67248.143939,GO:0003899
Cluster-67248.144122,GO:0005515
Cluster-67248.144155,GO:0003824
Cluster-67248.144670,GO:0004743
Cluster-67248.145082,GO:0005515
Cluster-67248.145378,GO:0000062
Cluster-67248.145457,GO:0003677
Cluster-67248.145568,GO:0005515
